Id,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,OverallQual,OverallCond,SalePrice
1086,Reg,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,6,6,147000
1087,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,4,5,83500
1088,Reg,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,252000
1089,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Maj1,NA,Unf,TA,TA,Y,NA,NA,7,5,137500
1090,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,197000
1091,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,Fa,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,3,4,92900
1092,Reg,Gtl,Gd,TA,Gd,TA,No,BLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,160000
1093,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Fa,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,5,136500
1094,Reg,Gtl,TA,TA,TA,TA,Mn,GLQ,Unf,Gd,Gd,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,8,146000
1095,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Rec,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,5,7,129000
1096,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Gd,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,5,176432
1097,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Gd,Typ,NA,NA,NA,NA,Y,NA,NA,6,7,127000
1098,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,8,5,170000
1099,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,6,128000
1100,IR1,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,157000
1101,Reg,Gtl,TA,TA,TA,Fa,No,Rec,Unf,TA,Fa,Typ,NA,Unf,TA,TA,N,NA,NA,2,5,60000
1102,IR1,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,119500
1103,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,NA,RFn,TA,TA,Y,NA,MnWw,5,7,135000
1104,Reg,Gtl,TA,TA,TA,TA,Mn,ALQ,Unf,Ex,TA,Typ,Fa,Fin,TA,TA,Y,NA,NA,6,6,159500
1105,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,106000
1106,IR1,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,325000
1107,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Gd,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,179900
1108,IR3,Gtl,Gd,TA,Ex,Gd,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,274725
1109,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,181000
1110,IR1,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,280000
1111,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,5,188000
1112,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,6,205000
1113,IR1,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,129900
1114,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Gd,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,134500
1115,Reg,Gtl,TA,Gd,TA,TA,No,Rec,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,7,117000
1116,Reg,Gtl,Gd,TA,Ex,TA,No,GLQ,Unf,Ex,Ex,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,318000
1117,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,184100
1118,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,5,7,130000
1119,Reg,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,TA,Min2,NA,RFn,TA,TA,Y,NA,NA,5,6,140000
1120,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,GdWo,5,5,133700
1121,Reg,Mod,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,MnPrv,6,5,118400
1122,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,212900
1123,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,4,3,112000
1124,Reg,Gtl,TA,Ex,TA,TA,No,Unf,Unf,Ex,TA,Typ,NA,NA,NA,NA,Y,NA,NA,5,9,118000
1125,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,163900
1126,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,Fa,Typ,TA,Unf,Fa,Fa,Y,NA,NA,4,5,115000
1127,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,174000
1128,IR3,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,259000
1129,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,215000
1130,Reg,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,140000
1131,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Gd,Min2,TA,Unf,TA,TA,Y,NA,MnPrv,4,3,135000
1132,Reg,Gtl,TA,TA,Gd,TA,Mn,BLQ,Unf,TA,TA,Typ,NA,NA,NA,NA,Y,NA,MnPrv,5,5,93500
1133,Reg,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,TA,Fa,Typ,NA,Unf,Fa,TA,N,NA,NA,6,4,117500
1134,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,239500
1135,IR1,Gtl,TA,TA,Gd,TA,Av,Unf,Unf,Gd,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,5,169000
1136,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,5,102000
1137,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,119000
1138,Reg,Gtl,TA,Gd,TA,TA,No,Unf,Unf,Gd,TA,Typ,NA,NA,NA,NA,N,NA,NA,5,8,94000
1139,IR1,Mod,TA,TA,TA,TA,Gd,ALQ,Unf,TA,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,196000
1140,IR1,Gtl,TA,Fa,TA,TA,No,BLQ,Unf,TA,TA,Maj1,Gd,Unf,TA,TA,Y,NA,NA,5,5,144000
1141,Reg,Gtl,TA,TA,TA,TA,Mn,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,139000
1142,IR1,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,5,7,197500
1143,Reg,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,424870
1144,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,TA,Typ,NA,NA,NA,NA,Y,NA,NA,5,3,80000
1145,Reg,Gtl,TA,Fa,Gd,TA,No,BLQ,Unf,Fa,Fa,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,4,4,80000
1146,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,6,149000
1147,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,TA,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,6,5,180000
1148,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Fa,Typ,Gd,Unf,TA,TA,Y,NA,NA,7,7,174500
1149,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,7,7,116900
1150,Reg,Gtl,TA,Gd,TA,TA,No,ALQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,7,9,143000
1151,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Unf,TA,TA,Y,NA,GdPrv,6,5,124000
1152,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,Fa,Typ,Gd,Fin,TA,TA,Y,NA,NA,5,4,149900
1153,IR1,Gtl,TA,TA,TA,TA,No,ALQ,GLQ,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,7,230000
1154,Reg,Gtl,Gd,Gd,TA,TA,Av,ALQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,8,120500
1155,IR1,Gtl,TA,TA,TA,TA,Gd,ALQ,Unf,TA,Gd,Typ,Gd,Unf,TA,TA,Y,NA,GdPrv,7,6,201800
1156,IR1,Gtl,Gd,Gd,Gd,TA,Gd,ALQ,Unf,TA,Gd,Typ,Fa,RFn,TA,TA,Y,NA,NA,5,8,218000
1157,Reg,Gtl,TA,Gd,TA,TA,Gd,ALQ,Unf,Gd,Gd,Typ,Gd,RFn,TA,TA,Y,NA,MnPrv,5,8,179900
1158,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,230000
1159,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,8,5,235128
1160,Reg,Gtl,Gd,TA,TA,TA,No,ALQ,Unf,TA,Gd,Typ,TA,RFn,Gd,TA,Y,NA,NA,6,6,185000
1161,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Fa,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,6,5,146000
1162,IR1,Gtl,Gd,TA,TA,TA,No,BLQ,Unf,Ex,Gd,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,7,224000
1163,Reg,Gtl,TA,TA,Gd,TA,No,BLQ,Unf,Gd,TA,Typ,Po,Fin,TA,TA,Y,NA,NA,5,5,129000
1164,Reg,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,TA,TA,Typ,NA,Unf,Fa,TA,Y,NA,NA,4,4,108959
1165,IR1,Gtl,TA,TA,Gd,TA,Gd,ALQ,Rec,Ex,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,5,7,194000
1166,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,233170
1167,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,8,5,245350
1168,IR1,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,5,173000
1169,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,6,7,235000
1170,IR1,Gtl,Gd,Gd,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,10,5,625000
1171,Reg,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,TA,Typ,Po,Fin,TA,TA,Y,Gd,GdPrv,6,6,171000
1172,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,6,163000
1173,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,7,5,171900
1174,IR1,Gtl,TA,TA,TA,TA,No,Rec,BLQ,TA,Ex,Maj1,Gd,NA,NA,NA,Y,NA,MnPrv,5,6,200500
1175,IR1,Gtl,TA,TA,Gd,TA,No,Rec,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,8,239000
1176,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,285000
1177,IR1,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,5,119500
1178,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,N,NA,NA,6,8,115000
1179,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,Gd,Unf,Fa,TA,Y,NA,NA,5,6,154900
1180,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,TA,Min2,Gd,NA,NA,NA,N,NA,NA,5,5,93000
1181,IR2,Gtl,TA,TA,Gd,TA,No,LwQ,Unf,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,GdPrv,7,5,250000
1182,IR1,Mod,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,392500
1183,IR1,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,TA,Fin,TA,TA,Y,Ex,MnPrv,10,5,745000
1184,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,6,120000
1185,Reg,Mod,TA,TA,TA,TA,Gd,Rec,Unf,Gd,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,5,4,186700
1186,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,104900
1187,IR1,Mod,TA,TA,Fa,TA,Mn,BLQ,Unf,TA,TA,Typ,NA,Unf,Fa,Fa,Y,NA,NA,3,5,95000
1188,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Fa,RFn,TA,TA,Y,NA,GdPrv,8,5,262000
1189,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,195000
1190,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,189000
1191,Reg,Mod,TA,Gd,TA,TA,Av,BLQ,Unf,Ex,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,4,4,168000
1192,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,8,5,174000
1193,Reg,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,Gd,Gd,Typ,NA,Unf,TA,Fa,P,NA,GdWo,5,8,125000
1194,Reg,Gtl,TA,TA,Ex,TA,No,GLQ,Unf,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,165000
1195,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,NA,Fin,TA,TA,Y,NA,MnPrv,6,7,158000
1196,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,176000
1197,IR1,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,219210
1198,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,7,6,144000
1199,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,178000
1200,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Typ,Po,Unf,TA,TA,Y,NA,NA,4,5,148000
1201,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,116050
1202,Reg,Gtl,TA,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,197900
1203,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,Fa,Unf,TA,TA,N,NA,NA,5,8,117000
1204,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,TA,Unf,TA,TA,Y,NA,NA,7,5,213000
1205,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,Ex,TA,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,5,6,153500
1206,IR1,Gtl,Gd,TA,Gd,TA,Mn,ALQ,BLQ,Gd,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,7,271900
1207,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,4,4,107000
1208,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,6,5,200000
1209,Reg,Gtl,TA,Gd,TA,TA,No,Rec,BLQ,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,140000
1210,IR1,Gtl,Gd,TA,Ex,TA,Mn,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,290000
1211,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,GdPrv,6,5,189000
1212,IR1,Mod,Gd,TA,Gd,TA,Av,GLQ,Unf,Gd,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,8,7,164000
1213,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,N,NA,NA,4,6,113000
1214,IR1,Gtl,TA,Gd,TA,Gd,Av,GLQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,9,145000
1215,IR1,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,134500
1216,IR1,Gtl,TA,TA,TA,TA,No,Rec,LwQ,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,5,5,125000
1217,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,112000
1218,Reg,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,8,5,229456
1219,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,Gd,TA,Typ,NA,NA,NA,NA,N,NA,NA,4,5,80500
1220,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,NA,NA,NA,N,NA,NA,6,5,91500
1221,IR1,Gtl,TA,TA,TA,TA,No,Rec,LwQ,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,115000
1222,Reg,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,Ex,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,5,5,134000
1223,Reg,Gtl,TA,TA,TA,TA,Mn,Rec,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,Y,NA,GdWo,6,6,143000
1224,Reg,Gtl,TA,TA,TA,Fa,No,LwQ,Unf,TA,TA,Mod,NA,Unf,TA,TA,Y,NA,MnPrv,5,3,137900
1225,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,184000
1226,Reg,Gtl,TA,Gd,TA,TA,Av,GLQ,Unf,Ex,TA,Typ,NA,RFn,TA,TA,Y,NA,MnWw,6,8,145000
1227,IR1,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,5,214000
1228,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,5,8,147000
1229,Reg,Gtl,Ex,TA,Ex,TA,No,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,367294
1230,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Gd,TA,Maj1,NA,Unf,TA,TA,Y,NA,GdWo,5,5,127000
1231,IR1,Gtl,TA,TA,Gd,TA,No,GLQ,Rec,Ex,TA,Typ,TA,RFn,TA,TA,N,NA,NA,5,5,190000
1232,Reg,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,GdWo,5,6,132500
1233,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,101800
1234,IR1,Gtl,TA,TA,TA,TA,No,Rec,Unf,Fa,TA,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,5,5,142000
1235,Reg,Gtl,TA,TA,TA,TA,Av,Unf,Unf,TA,TA,Typ,NA,NA,NA,NA,N,NA,NA,5,6,130000
1236,Reg,Gtl,TA,TA,Gd,TA,Mn,Unf,Unf,Gd,TA,Typ,NA,Unf,Fa,Fa,N,NA,NA,5,5,138887
1237,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,175500
1238,IR2,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,195000
1239,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,142500
1240,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,265900
1241,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,224900
1242,Reg,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,6,248328
1243,Reg,Gtl,TA,TA,Gd,TA,Gd,GLQ,LwQ,TA,Gd,Typ,TA,RFn,TA,TA,Y,NA,MnPrv,7,6,170000
1244,Reg,Gtl,Ex,TA,Ex,Gd,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,10,5,465000
1245,IR1,Mod,TA,TA,Gd,TA,No,Unf,Unf,Fa,Gd,Typ,Gd,Unf,TA,TA,Y,NA,NA,8,7,230000
1246,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,7,178000
1247,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,186500
1248,IR1,Gtl,TA,TA,TA,TA,Av,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,169900
1249,Reg,Gtl,TA,TA,Gd,TA,No,Rec,Unf,Fa,TA,Typ,Gd,Unf,Fa,Fa,P,NA,NA,6,5,129500
1250,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Rec,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,119000
1251,Reg,Gtl,Gd,TA,TA,TA,No,ALQ,Unf,Ex,Ex,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,244000
1252,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,171750
1253,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,GdWo,5,6,130000
1254,IR1,Gtl,Gd,TA,TA,TA,Gd,LwQ,ALQ,TA,Gd,Typ,Gd,RFn,TA,TA,Y,NA,MnPrv,7,7,294000
1255,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,165400
1256,Reg,Gtl,TA,TA,TA,Fa,No,LwQ,Unf,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,6,127500
1257,IR1,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,301500
1258,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Ex,TA,Typ,NA,NA,NA,NA,Y,NA,NA,5,8,99900
1259,IR1,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,7,5,190000
1260,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,LwQ,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,8,151000
1261,IR3,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,5,181000
1262,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,6,128900
1263,Reg,Gtl,TA,TA,TA,TA,Av,Unf,Unf,Ex,TA,Min2,TA,Unf,TA,TA,Y,NA,NA,4,5,161500
1264,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,N,NA,GdPrv,6,6,180500
1265,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,181000
