Id,MSZoning,Street,Alley,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,GarageType,SaleType,SaleCondition,MSSubClass,Electrical,MiscFeature,SalePrice
867,RL,Pave,NA,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA,248900
868,RL,Pave,NA,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,Shed,129000
869,RL,Pave,NA,Lvl,AllPub,Corner,Gilbert,Feedr,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,None,Slab,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,169000
870,RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,236000
871,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,N,Detchd,WD,Normal,20,SBrkr,NA,109500
872,RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,200500
873,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,Stone,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,116000
874,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,WD,Normal,40,SBrkr,Othr,133000
875,RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Detchd,WD,Abnorml,50,SBrkr,NA,66500
876,FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,BuiltIn,New,Partial,60,SBrkr,NA,303477
877,RL,Pave,NA,HLS,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,132250
878,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,350000
879,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,WD,Normal,85,SBrkr,Shed,148000
880,RL,Pave,NA,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,136500
881,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,157000
882,RL,Pave,NA,Lvl,AllPub,CulDSac,Timber,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,50,SBrkr,NA,187500
883,RL,Pave,NA,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,178000
884,RL,Pave,NA,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,N,Detchd,WD,Normal,75,SBrkr,NA,118500
885,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,100000
886,FV,Pave,NA,Lvl,AllPub,CulDSac,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Attchd,CWD,Abnorml,120,SBrkr,NA,328900
887,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,WD,Family,90,SBrkr,NA,145000
888,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,Attchd,WD,Normal,50,SBrkr,NA,135500
889,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,268000
890,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,149500
891,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,50,SBrkr,Shed,122900
892,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,172500
893,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,154500
894,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,PosN,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,165000
895,RL,Pave,NA,Bnk,AllPub,Inside,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,Slab,GasA,Y,Attchd,WD,Alloca,90,SBrkr,NA,118858
896,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,140000
897,RM,Pave,Grvl,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,Detchd,WD,Abnorml,30,SBrkr,NA,106500
898,RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Feedr,Norm,Duplex,2Story,Gable,CompShg,Plywood,Plywood,None,Slab,GasA,Y,Detchd,WD,Alloca,90,SBrkr,NA,142953
899,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA,611657
900,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,135000
901,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,110000
902,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,153000
903,RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,180000
904,RL,Pave,NA,HLS,AllPub,CulDSac,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA,240000
905,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,125500
906,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,Stone,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,128000
907,RL,Pave,NA,Lvl,AllPub,Corner,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,255000
908,RL,Pave,NA,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,Attchd,WD,Normal,50,SBrkr,NA,250000
909,RL,Pave,NA,Low,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,131000
910,RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,174000
911,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Feedr,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Detchd,WD,Normal,90,FuseA,NA,154300
912,RL,Pave,NA,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,143500
913,RM,Pave,NA,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,Detchd,WD,Abnorml,30,SBrkr,Shed,88000
914,RH,Pave,NA,HLS,AllPub,Inside,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,N,2Types,WD,Normal,90,FuseA,NA,145000
915,FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Detchd,New,Partial,160,SBrkr,NA,173733
916,RM,Pave,NA,Lvl,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,160,SBrkr,NA,75000
917,C (all),Pave,NA,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,CBlock,GasA,N,Detchd,WD,Abnorml,20,FuseA,NA,35311
918,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,FuseA,NA,135000
919,RL,Pave,NA,Lvl,AllPub,Corner,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,238000
920,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,176500
921,RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,201000
922,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Feedr,Norm,Duplex,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,NA,WD,Normal,90,SBrkr,NA,145900
923,RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA,169990
924,RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,PConc,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA,193000
925,RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,207500
926,RL,Pave,NA,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Abnorml,20,SBrkr,NA,175000
927,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,285000
928,RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Feedr,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,176000
929,RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,236500
930,RL,Pave,NA,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,222000
931,RL,Pave,NA,HLS,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,201000
932,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,117500
933,RL,Pave,NA,Lvl,AllPub,Corner,Somerst,RRNn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,ImStucc,Stone,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,320000
934,RL,Pave,NA,Lvl,AllPub,FR2,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,190000
935,RL,Pave,NA,HLS,AllPub,Inside,NAmes,PosA,Norm,1Fam,1Story,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,242000
936,RL,Pave,NA,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,Detchd,WD,Normal,30,SBrkr,NA,79900
937,RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,NA,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,184900
938,RL,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,253000
939,RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,60,SBrkr,NA,239799
940,RL,Pave,NA,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,COD,Normal,70,SBrkr,NA,244400
941,RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,90,SBrkr,NA,150900
942,RL,Pave,NA,Lvl,AllPub,FR2,Gilbert,RRNn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,214000
943,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,NA,Oth,Abnorml,90,SBrkr,NA,150000
944,RL,Pave,NA,Low,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,90,SBrkr,NA,143000
945,RL,Pave,NA,Lvl,NoSeWa,CulDSac,Timber,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Basment,COD,Abnorml,20,FuseA,NA,137500
946,RM,Pave,NA,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA,124900
947,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,80,SBrkr,NA,143000
948,RL,Pave,NA,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,270000
949,RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,192500
950,RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,197500
951,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,129000
952,RH,Pave,NA,Lvl,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Detchd,WD,Abnorml,20,SBrkr,NA,119900
953,RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,WdShing,HdBoard,None,CBlock,GasA,Y,Detchd,WD,Normal,85,SBrkr,NA,133900
954,RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,Shed,172000
955,RL,Pave,NA,Lvl,AllPub,CulDSac,Edwards,Norm,Norm,Duplex,SFoyer,Flat,Tar&Grv,WdShing,Plywood,BrkFace,CBlock,GasA,Y,NA,WD,AdjLand,90,SBrkr,NA,127500
956,RH,Pave,NA,HLS,AllPub,Inside,Crawfor,Norm,Norm,Duplex,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,N,Attchd,WD,Normal,90,FuseF,NA,145000
957,RM,Pave,NA,Lvl,AllPub,Inside,Blueste,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Attchd,WD,Normal,160,SBrkr,NA,124000
958,RL,Pave,NA,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,132000
959,RL,Pave,NA,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,185000
960,FV,Pave,NA,Lvl,AllPub,FR2,Somerst,Norm,Norm,Twnhs,2Story,Hip,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,Detchd,WD,Normal,160,SBrkr,NA,155000
961,RL,Pave,NA,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,None,CBlock,GasA,Y,NA,WD,Normal,20,SBrkr,NA,116500
962,RL,Pave,NA,Lvl,AllPub,Corner,NWAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,272000
963,RL,Pave,NA,Lvl,AllPub,Corner,NPkVill,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,Detchd,WD,Normal,160,SBrkr,NA,155000
964,RL,Pave,NA,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,239000
965,RL,Pave,NA,Lvl,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,BuiltIn,WD,Normal,60,SBrkr,NA,214900
966,RL,Pave,NA,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,60,SBrkr,NA,178900
967,RL,Pave,NA,HLS,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Detchd,WD,Normal,50,SBrkr,NA,160000
968,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,135000
969,RM,Pave,NA,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,BrkTil,Grav,N,NA,WD,Abnorml,50,SBrkr,NA,37900
970,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,2fmCon,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,Attchd,ConLD,Normal,190,SBrkr,NA,140000
971,RL,Pave,NA,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,CBlock,GasA,N,NA,WD,Abnorml,50,FuseA,NA,135000
972,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,PConc,GasA,Y,BuiltIn,WD,Normal,160,SBrkr,NA,173000
973,RL,Pave,NA,Lvl,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,WD,Normal,120,SBrkr,NA,99500
974,FV,Pave,NA,Lvl,AllPub,Corner,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,NA,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA,182000
975,RL,Pave,NA,Lvl,AllPub,Corner,BrkSide,RRAn,Feedr,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,BrkTil,GasA,N,Detchd,WD,Normal,70,SBrkr,NA,167500
976,FV,Pave,NA,Lvl,AllPub,FR2,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,Detchd,WD,Normal,160,SBrkr,NA,165000
977,RL,Pave,NA,Bnk,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,NA,WD,Normal,30,FuseA,NA,85500
978,FV,Pave,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,NA,PConc,GasA,Y,Attchd,New,Partial,120,SBrkr,NA,199900
979,RL,Pave,NA,Bnk,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,Detchd,WD,Abnorml,20,SBrkr,NA,110000
980,RL,Pave,NA,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Detchd,WD,Normal,20,SBrkr,NA,139000
981,RL,Pave,NA,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,CemntBd,CmentBd,Stone,CBlock,GasA,Y,Attchd,WD,Normal,85,SBrkr,NA,178400
982,RL,Pave,NA,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,336000
983,RL,Pave,NA,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,Attchd,WD,Normal,20,SBrkr,NA,159895
984,RL,Pave,NA,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,255900
985,RL,Pave,NA,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,1.5Fin,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,Attchd,COD,Normal,90,SBrkr,NA,126000
986,RL,Pave,NA,Lvl,AllPub,Inside,Edwards,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasW,N,Detchd,ConLD,Normal,190,SBrkr,NA,125000
987,RM,Pave,NA,Lvl,AllPub,Corner,OldTown,Feedr,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,Attchd,WD,Normal,50,SBrkr,NA,117000
988,RL,Pave,NA,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,Attchd,New,Partial,20,SBrkr,NA,395192
989,RL,Pave,NA,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,Attchd,WD,Normal,60,SBrkr,NA,195000
990,FV,Pave,NA,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,Attchd,New,Partial,60,SBrkr,NA,197000
